ZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
Besucher/innen,Bayerisches Nationalmuseum,2008,200811,7910,6551,"-31,73","20,74",9159
Besucher/innen,Bayerisches Nationalmuseum,2008,200810,11587,6165,"43,71","87,95",9046
Besucher/innen,Bayerisches Nationalmuseum,2008,200809,8063,17923,"47,76","-55,01",8594
Besucher/innen,Bayerisches Nationalmuseum,2008,200808,5457,17437,"-26,78","-68,7",9415
Besucher/innen,Bayerisches Nationalmuseum,2008,200807,7453,14575,"61,95","-48,86",10414
Besucher/innen,Bayerisches Nationalmuseum,2008,200806,4602,12475,"-49,68","-63,11",11007
Besucher/innen,Bayerisches Nationalmuseum,2008,200805,9146,12122,"5,98","-24,55",11663
Besucher/innen,Bayerisches Nationalmuseum,2008,200804,8630,3877,"-19,14","122,59",11911
Besucher/innen,Bayerisches Nationalmuseum,2008,200803,10673,19030,"27,41","-43,91",11515
Besucher/innen,Bayerisches Nationalmuseum,2008,200802,8377,14541,"-9,92","-42,39",12212
Besucher/innen,Bayerisches Nationalmuseum,2008,200801,9300,21166,"-50,29","-56,06",12725
Besucher/innen,Bayerisches Nationalmuseum,2007,200712,18707,23221,"185,56","-19,44",13714
Besucher/innen,Bayerisches Nationalmuseum,2007,200711,6551,9359,"6,26",-30,14090
Besucher/innen,Bayerisches Nationalmuseum,2007,200710,6165,13217,"-65,6","-53,36",14324
Besucher/innen,Bayerisches Nationalmuseum,2007,200709,17923,3532,"2,79","407,45",14912
Besucher/innen,Bayerisches Nationalmuseum,2007,200708,17437,4406,"19,64","295,76",13713
Besucher/innen,Bayerisches Nationalmuseum,2007,200707,14575,5945,"16,83","145,16",12627
Besucher/innen,Bayerisches Nationalmuseum,2007,200706,12475,5164,"2,91","141,58",11908
Besucher/innen,Bayerisches Nationalmuseum,2007,200705,12122,6566,"212,66","84,62",11298
Besucher/innen,Bayerisches Nationalmuseum,2007,200704,3877,6391,"-79,63","-39,34",10835
Besucher/innen,Bayerisches Nationalmuseum,2007,200703,19030,7231,"30,87","163,17",11045
Besucher/innen,Bayerisches Nationalmuseum,2007,200702,14541,7998,"-31,3","81,81",10062
Besucher/innen,Bayerisches Nationalmuseum,2007,200701,21166,14000,"-8,85","51,19",9516
Besucher/innen,Bayerisches Nationalmuseum,2006,200612,23221,17623,"148,11","31,77",8919
Besucher/innen,Bayerisches Nationalmuseum,2006,200611,9359,10017,"-29,19","-6,57",8453
Besucher/innen,Bayerisches Nationalmuseum,2006,200610,13217,16571,"274,21","-20,24",8508
Besucher/innen,Bayerisches Nationalmuseum,2006,200609,3532,5254,"-19,84","-32,78",8787
Besucher/innen,Bayerisches Nationalmuseum,2006,200608,4406,8775,"-25,89","-49,79",8931
Besucher/innen,Bayerisches Nationalmuseum,2006,200607,5945,28659,"15,12","-79,26",9295
Besucher/innen,Bayerisches Nationalmuseum,2006,200606,5164,7657,"-21,35","-32,56",11187
Besucher/innen,Bayerisches Nationalmuseum,2006,200605,6566,5369,"2,74","22,29",11395
Besucher/innen,Bayerisches Nationalmuseum,2006,200604,6391,4859,"-11,62","31,53",11295
Besucher/innen,Bayerisches Nationalmuseum,2006,200603,7231,8952,"-9,59","-19,22",11168
Besucher/innen,Bayerisches Nationalmuseum,2006,200602,7998,9617,"-42,87","-16,83",11311
Besucher/innen,Bayerisches Nationalmuseum,2006,200601,14000,18263,"-20,56","-23,34",11446
Besucher/innen,Bayerisches Nationalmuseum,2005,200512,17623,15114,"75,93","16,6",11801
Besucher/innen,Bayerisches Nationalmuseum,2005,200511,10017,9027,"-39,55","10,97",11592
Besucher/innen,Bayerisches Nationalmuseum,2005,200510,16571,6474,"215,4","155,96",11510
Besucher/innen,Bayerisches Nationalmuseum,2005,200509,5254,4840,"-40,13","8,55",10668
Besucher/innen,Bayerisches Nationalmuseum,2005,200508,8775,4248,"-69,38","106,57",10634
Besucher/innen,Bayerisches Nationalmuseum,2005,200507,28659,5834,"274,28","391,24",10257
Besucher/innen,Bayerisches Nationalmuseum,2005,200506,7657,9381,"42,62","-18,38",8355
Besucher/innen,Bayerisches Nationalmuseum,2005,200505,5369,4576,"10,5","17,33",8498
Besucher/innen,Bayerisches Nationalmuseum,2005,200504,4859,7077,"-45,72","-31,34",8432
Besucher/innen,Bayerisches Nationalmuseum,2005,200503,8952,8176,"-6,91","9,49",8617
Besucher/innen,Bayerisches Nationalmuseum,2005,200502,9617,15751,"-47,34","-38,94",8552
Besucher/innen,Bayerisches Nationalmuseum,2005,200501,18263,14046,"20,83","30,02",9063
Besucher/innen,Bayerisches Nationalmuseum,2004,200412,15114,18063,"67,43","-16,33",8712
Besucher/innen,Bayerisches Nationalmuseum,2004,200411,9027,8347,"39,43","8,15",8958
Besucher/innen,Bayerisches Nationalmuseum,2004,200410,6474,4784,"33,76","35,33",8901
Besucher/innen,Bayerisches Nationalmuseum,2004,200409,4840,2361,"13,94",105,8760
Besucher/innen,Bayerisches Nationalmuseum,2004,200408,4248,3787,"-27,19","12,17",8554
Besucher/innen,Bayerisches Nationalmuseum,2004,200407,5834,10595,"-37,81","-44,94",8515
Besucher/innen,Bayerisches Nationalmuseum,2004,200406,9381,2281,105,"311,27",8912
Besucher/innen,Bayerisches Nationalmuseum,2004,200405,4576,4127,"-35,34","10,88",8320
Besucher/innen,Bayerisches Nationalmuseum,2004,200404,7077,3433,"-13,44","106,15",8283
Besucher/innen,Bayerisches Nationalmuseum,2004,200403,8176,5830,"-48,09","40,24",7979
Besucher/innen,Bayerisches Nationalmuseum,2004,200402,15751,6743,"12,14","133,59",7784
Besucher/innen,Bayerisches Nationalmuseum,2004,200401,14046,11192,"-22,24","25,5",7033
Besucher/innen,Bayerisches Nationalmuseum,2003,200312,18063,17122,"116,4","5,5",6795
Besucher/innen,Bayerisches Nationalmuseum,2003,200311,8347,6868,"74,48","21,53",6717
Besucher/innen,Bayerisches Nationalmuseum,2003,200310,4784,9316,"102,63","-48,65",6594
Besucher/innen,Bayerisches Nationalmuseum,2003,200309,2361,3910,"-37,66","-39,62",6971
Besucher/innen,Bayerisches Nationalmuseum,2003,200308,3787,3984,"-64,26","-4,94",7100
Besucher/innen,Bayerisches Nationalmuseum,2003,200307,10595,5277,"364,49","100,78",7117
Besucher/innen,Bayerisches Nationalmuseum,2003,200306,2281,4512,"-44,73","-49,45",6674
Besucher/innen,Bayerisches Nationalmuseum,2003,200305,4127,6405,"20,22","-35,57",6860
Besucher/innen,Bayerisches Nationalmuseum,2003,200304,3433,6150,"-41,11","-44,18",7049
Besucher/innen,Bayerisches Nationalmuseum,2003,200303,5830,3906,"-13,54","49,26",7276
Besucher/innen,Bayerisches Nationalmuseum,2003,200302,6743,10567,"-39,75","-36,19",7115
Besucher/innen,Bayerisches Nationalmuseum,2003,200301,11192,10963,"-34,63","2,09",7434
Besucher/innen,Bayerisches Nationalmuseum,2002,200212,17122,19433,"149,3","-11,89",7415
Besucher/innen,Bayerisches Nationalmuseum,2002,200211,6868,8067,"-26,28","-14,86",7608
Besucher/innen,Bayerisches Nationalmuseum,2002,200210,9316,3305,"138,26","181,88",7708
Besucher/innen,Bayerisches Nationalmuseum,2002,200209,3910,4228,"-1,86","-7,52",7207
Besucher/innen,Bayerisches Nationalmuseum,2002,200208,3984,3162,"-24,5",26,7233
Besucher/innen,Bayerisches Nationalmuseum,2002,200207,5277,3612,"16,95","46,1",7165
Besucher/innen,Bayerisches Nationalmuseum,2002,200206,4512,3952,"-29,56","14,17",7026
Besucher/innen,Bayerisches Nationalmuseum,2002,200205,6405,3314,"4,15","93,27",6979
Besucher/innen,Bayerisches Nationalmuseum,2002,200204,6150,5484,"57,45","12,14",6722
Besucher/innen,Bayerisches Nationalmuseum,2002,200203,3906,6139,"-63,04","-36,37",6666
Besucher/innen,Bayerisches Nationalmuseum,2002,200202,10567,9018,"-3,61","17,18",6852
Besucher/innen,Bayerisches Nationalmuseum,2002,200201,10963,21066,"-43,59","-47,96",6723
Besucher/innen,Bayerisches Nationalmuseum,2001,200112,19433,30894,"140,9","-37,1",7565
Besucher/innen,Bayerisches Nationalmuseum,2001,200111,8067,10539,"144,08","-23,46",8520
Besucher/innen,Bayerisches Nationalmuseum,2001,200110,3305,17788,"-21,83","-81,42",8726
Besucher/innen,Bayerisches Nationalmuseum,2001,200109,4228,12439,"33,71","-66,01",9933
Besucher/innen,Bayerisches Nationalmuseum,2001,200108,3162,6378,"-12,46","-50,42",10617
Besucher/innen,Bayerisches Nationalmuseum,2001,200107,3612,10142,"-8,6","-64,39",10885
Besucher/innen,Bayerisches Nationalmuseum,2001,200106,3952,5042,"19,25","-21,62",11429
Besucher/innen,Bayerisches Nationalmuseum,2001,200105,3314,2243,"-39,57","47,75",11520
Besucher/innen,Bayerisches Nationalmuseum,2001,200104,5484,3491,"-10,67","57,09",11431
Besucher/innen,Bayerisches Nationalmuseum,2001,200103,6139,3827,"-31,93","60,41",11265
Besucher/innen,Bayerisches Nationalmuseum,2001,200102,9018,16000,"-57,19","-43,64",11072
Besucher/innen,Bayerisches Nationalmuseum,2001,200101,21066,23050,"-31,81","-8,61",11654
Besucher/innen,Bayerisches Nationalmuseum,2000,200012,30894,,"193,14",,11819
Besucher/innen,Bayerisches Nationalmuseum,2000,200011,10539,,"-40,75",,10085
Besucher/innen,Bayerisches Nationalmuseum,2000,200010,17788,,43,,10040
Besucher/innen,Bayerisches Nationalmuseum,2000,200009,12439,,"95,03",,9179
Besucher/innen,Bayerisches Nationalmuseum,2000,200008,6378,,"-37,11",,8772
Besucher/innen,Bayerisches Nationalmuseum,2000,200007,10142,,"101,15",,9114
Besucher/innen,Bayerisches Nationalmuseum,2000,200006,5042,,"124,79",,8942
Besucher/innen,Bayerisches Nationalmuseum,2000,200005,2243,,"-35,75",,9722
Besucher/innen,Bayerisches Nationalmuseum,2000,200004,3491,,"-8,78",,11592
Besucher/innen,Bayerisches Nationalmuseum,2000,200003,3827,,"-76,08",,14292
Besucher/innen,Bayerisches Nationalmuseum,2000,200002,16000,,"-30,59",,19525
Besucher/innen,Bayerisches Nationalmuseum,2000,200001,23050,,,,23050
Besucher/innen,Deutsches Museum - Museumsinsel,2017,201708,99722,94313,"-9,21","5,74",77128
Besucher/innen,Deutsches Museum - Museumsinsel,2017,201707,109833,106962,"57,2","2,68",76678
Besucher/innen,Deutsches Museum - Museumsinsel,2017,201706,69869,77385,"12,84","-9,71",76438
Besucher/innen,Deutsches Museum - Museumsinsel,2017,201705,61917,80679,"-40,52","-23,26",77065
Besucher/innen,Deutsches Museum - Museumsinsel,2017,201704,104096,78826,"40,05","32,06",78628
Besucher/innen,Deutsches Museum - Museumsinsel,2017,201703,74328,94819,"33,92","-21,61",76522
Besucher/innen,Deutsches Museum - Museumsinsel,2017,201702,55502,72935,"-6,87","-23,9",78230
Besucher/innen,Deutsches Museum - Museumsinsel,2017,201701,59597,76387,"-12,66","-21,98",79683
Besucher/innen,Deutsches Museum - Museumsinsel,2016,201612,68238,72591,"5,97",-6,81082
Besucher/innen,Deutsches Museum - Museumsinsel,2016,201611,64393,64062,"-38,8","0,52",81445
Besucher/innen,Deutsches Museum - Museumsinsel,2016,201610,105216,105224,"99,16","-0,01",81417
Besucher/innen,Deutsches Museum - Museumsinsel,2016,201609,52829,74198,"-43,99","-28,8",81418
Besucher/innen,Deutsches Museum - Museumsinsel,2016,201608,94313,136334,"-11,83","-30,82",83198
Besucher/innen,Deutsches Museum - Museumsinsel,2016,201607,106962,110894,"38,22","-3,55",86700
Besucher/innen,Deutsches Museum - Museumsinsel,2016,201606,77385,74904,"-4,08","3,31",87028
Besucher/innen,Deutsches Museum - Museumsinsel,2016,201605,80679,102930,"2,35","-21,62",86821
Besucher/innen,Deutsches Museum - Museumsinsel,2016,201604,78826,102278,"-16,87","-22,93",88675
Besucher/innen,Deutsches Museum - Museumsinsel,2016,201603,94819,104311,30,"-9,1",90630
Besucher/innen,Deutsches Museum - Museumsinsel,2016,201602,72935,67227,"-4,52","8,49",91421
Besucher/innen,Deutsches Museum - Museumsinsel,2016,201601,76387,75901,"5,23","0,64",90945
Besucher/innen,Deutsches Museum - Museumsinsel,2015,201512,72591,74720,"13,31","-2,85",90905
Besucher/innen,Deutsches Museum - Museumsinsel,2015,201511,64062,59691,"-39,12","7,32",91082
Besucher/innen,Deutsches Museum - Museumsinsel,2015,201510,105224,100320,"41,82","4,89",90718
Besucher/innen,Deutsches Museum - Museumsinsel,2015,201509,74198,73479,"-45,58","0,98",90309
Besucher/innen,Deutsches Museum - Museumsinsel,2015,201508,136334,153260,"22,94","-11,04",90249
Besucher/innen,Deutsches Museum - Museumsinsel,2015,201507,110894,125746,"48,05","-11,81",91660
Besucher/innen,Deutsches Museum - Museumsinsel,2015,201506,74904,69844,"-27,23","7,24",92897
Besucher/innen,Deutsches Museum - Museumsinsel,2015,201505,102930,85773,"0,64",20,92476
Besucher/innen,Deutsches Museum - Museumsinsel,2015,201504,102278,110863,"-1,95","-7,74",91046
Besucher/innen,Deutsches Museum - Museumsinsel,2015,201503,104311,86778,"55,16","20,2",91761
Besucher/innen,Deutsches Museum - Museumsinsel,2015,201502,67227,63156,"-11,43","6,45",90300
Besucher/innen,Deutsches Museum - Museumsinsel,2015,201501,75901,76536,"1,58","-0,83",89961
Besucher/innen,Deutsches Museum - Museumsinsel,2014,201412,74720,76640,"25,18","-2,51",90014
Besucher/innen,Deutsches Museum - Museumsinsel,2014,201411,59691,79299,"-40,5","-24,73",90174
Besucher/innen,Deutsches Museum - Museumsinsel,2014,201410,100320,108073,"36,53","-7,17",91808
Besucher/innen,Deutsches Museum - Museumsinsel,2014,201409,73479,75427,"-52,06","-2,58",92454
Besucher/innen,Deutsches Museum - Museumsinsel,2014,201408,153260,125382,"21,88","22,23",92616
Besucher/innen,Deutsches Museum - Museumsinsel,2014,201407,125746,101634,"80,04","23,72",90293
Besucher/innen,Deutsches Museum - Museumsinsel,2014,201406,69844,70831,"-18,57","-1,39",88284
Besucher/innen,Deutsches Museum - Museumsinsel,2014,201405,85773,116580,"-22,63","-26,43",88366
Besucher/innen,Deutsches Museum - Museumsinsel,2014,201404,110863,89658,"27,75","23,65",90933
Besucher/innen,Deutsches Museum - Museumsinsel,2014,201403,86778,111594,"37,4","-22,24",89166
Besucher/innen,Deutsches Museum - Museumsinsel,2014,201402,63156,61637,"-17,48","2,46",91234
Besucher/innen,Deutsches Museum - Museumsinsel,2014,201401,76536,62735,"-0,14",22,91108
Besucher/innen,Deutsches Museum - Museumsinsel,2013,201312,76640,67154,"-3,35","14,13",89958
Besucher/innen,Deutsches Museum - Museumsinsel,2013,201311,79299,59571,"-26,62","33,12",89167
Besucher/innen,Deutsches Museum - Museumsinsel,2013,201310,108073,90747,"43,28","19,09",87523
Besucher/innen,Deutsches Museum - Museumsinsel,2013,201309,75427,66637,"-39,84","13,19",86079
Besucher/innen,Deutsches Museum - Museumsinsel,2013,201308,125382,103140,"23,37","21,56",85347
Besucher/innen,Deutsches Museum - Museumsinsel,2013,201307,101634,109202,"43,49","-6,93",83493
Besucher/innen,Deutsches Museum - Museumsinsel,2013,201306,70831,78247,"-39,24","-9,48",84124
Besucher/innen,Deutsches Museum - Museumsinsel,2013,201305,116580,66398,"30,03","75,58",84742
Besucher/innen,Deutsches Museum - Museumsinsel,2013,201304,89658,115341,"-19,66","-22,27",80560
Besucher/innen,Deutsches Museum - Museumsinsel,2013,201303,111594,70486,"81,05","58,32",82700
Besucher/innen,Deutsches Museum - Museumsinsel,2013,201302,61637,64569,"-1,75","-4,54",79275
Besucher/innen,Deutsches Museum - Museumsinsel,2013,201301,62735,74203,"-6,58","-15,45",79519
Besucher/innen,Deutsches Museum - Museumsinsel,2012,201212,67154,70421,"12,73","-4,64",80475
Besucher/innen,Deutsches Museum - Museumsinsel,2012,201211,59571,52925,"-34,35","12,56",80747
Besucher/innen,Deutsches Museum - Museumsinsel,2012,201210,90747,86753,"36,18","4,6",80193
Besucher/innen,Deutsches Museum - Museumsinsel,2012,201209,66637,56516,"-35,39","17,91",79860
Besucher/innen,Deutsches Museum - Museumsinsel,2012,201208,103140,109314,"-5,55","-5,65",79017
Besucher/innen,Deutsches Museum - Museumsinsel,2012,201207,109202,116866,"39,56","-6,56",79531
Besucher/innen,Deutsches Museum - Museumsinsel,2012,201206,78247,89667,"17,85","-12,74",80170
Besucher/innen,Deutsches Museum - Museumsinsel,2012,201205,66398,51613,"-42,43","28,65",81122
Besucher/innen,Deutsches Museum - Museumsinsel,2012,201204,115341,78185,"63,64","47,52",79890
Besucher/innen,Deutsches Museum - Museumsinsel,2012,201203,70486,68607,"9,16","2,74",76793
Besucher/innen,Deutsches Museum - Museumsinsel,2012,201202,64569,51769,"-12,98","24,73",76637
Besucher/innen,Deutsches Museum - Museumsinsel,2012,201201,74203,63670,"5,37","16,54",75570
Besucher/innen,Deutsches Museum - Museumsinsel,2011,201112,70421,56213,"33,06","25,28",74692
Besucher/innen,Deutsches Museum - Museumsinsel,2011,201111,52925,56708,"-38,99","-6,67",73508
Besucher/innen,Deutsches Museum - Museumsinsel,2011,201110,86753,90210,"53,5","-3,83",73823
Besucher/innen,Deutsches Museum - Museumsinsel,2011,201109,56516,64322,"-48,3","-12,14",74112
Besucher/innen,Deutsches Museum - Museumsinsel,2011,201108,109314,136341,"-6,46","-19,82",74762
Besucher/innen,Deutsches Museum - Museumsinsel,2011,201107,116866,104138,"30,33","12,22",77014
Besucher/innen,Deutsches Museum - Museumsinsel,2011,201106,89667,77960,"73,73","15,02",75954
Besucher/innen,Deutsches Museum - Museumsinsel,2011,201105,51613,99592,"-33,99","-48,18",74978
Besucher/innen,Deutsches Museum - Museumsinsel,2011,201104,78185,86326,"13,96","-9,43",78976
Besucher/innen,Deutsches Museum - Museumsinsel,2011,201103,68607,86732,"32,53","-20,9",79655
Besucher/innen,Deutsches Museum - Museumsinsel,2011,201102,51769,60981,"-18,69","-15,11",81165
Besucher/innen,Deutsches Museum - Museumsinsel,2011,201101,63670,61331,"13,27","3,81",81933
Besucher/innen,Deutsches Museum - Museumsinsel,2010,201012,56213,69325,"-0,87","-18,91",81738
Besucher/innen,Deutsches Museum - Museumsinsel,2010,201011,56708,58035,"-37,14","-2,29",82831
Besucher/innen,Deutsches Museum - Museumsinsel,2010,201010,90210,93701,"40,25","-3,73",82941
Besucher/innen,Deutsches Museum - Museumsinsel,2010,201009,64322,63254,"-52,82","1,69",83232
Besucher/innen,Deutsches Museum - Museumsinsel,2010,201008,136341,102471,"30,92","33,05",83143
Besucher/innen,Deutsches Museum - Museumsinsel,2010,201007,104138,115923,"33,58","-10,17",80321
Besucher/innen,Deutsches Museum - Museumsinsel,2010,201006,77960,82485,"-21,72","-5,49",81303
Besucher/innen,Deutsches Museum - Museumsinsel,2010,201005,99592,69464,"15,37","43,37",81680
Besucher/innen,Deutsches Museum - Museumsinsel,2010,201004,86326,78065,"-0,47","10,58",79169
Besucher/innen,Deutsches Museum - Museumsinsel,2010,201003,86732,82679,"42,23","4,9",78481
Besucher/innen,Deutsches Museum - Museumsinsel,2010,201002,60981,61950,"-0,57","-1,56",78143
Besucher/innen,Deutsches Museum - Museumsinsel,2010,201001,61331,56840,"-11,53","7,9",78224
Besucher/innen,Deutsches Museum - Museumsinsel,2009,200912,69325,63879,"19,45","8,53",77849
Besucher/innen,Deutsches Museum - Museumsinsel,2009,200911,58035,56076,"-38,06","3,49",77396
Besucher/innen,Deutsches Museum - Museumsinsel,2009,200910,93701,86461,"48,13","8,37",77232
Besucher/innen,Deutsches Museum - Museumsinsel,2009,200909,63254,71010,"-38,27","-10,92",76629
Besucher/innen,Deutsches Museum - Museumsinsel,2009,200908,102471,104135,"-11,6","-1,6",77275
Besucher/innen,Deutsches Museum - Museumsinsel,2009,200907,115923,121780,"40,54","-4,81",77414
Besucher/innen,Deutsches Museum - Museumsinsel,2009,200906,82485,61975,"18,74","33,09",77902
Besucher/innen,Deutsches Museum - Museumsinsel,2009,200905,69464,80791,"-11,02","-14,02",76193
Besucher/innen,Deutsches Museum - Museumsinsel,2009,200904,78065,78933,"-5,58","-1,1",77137
Besucher/innen,Deutsches Museum - Museumsinsel,2009,200903,82679,117126,"33,46","-29,41",77209
Besucher/innen,Deutsches Museum - Museumsinsel,2009,200902,61950,61306,"8,99","1,05",80080
Besucher/innen,Deutsches Museum - Museumsinsel,2009,200901,56840,55166,"-11,02","3,03",80026
Besucher/innen,Deutsches Museum - Museumsinsel,2008,200812,63879,63931,"13,92","-0,08",79887
Besucher/innen,Deutsches Museum - Museumsinsel,2008,200811,56076,60698,"-35,14","-7,61",79891
Besucher/innen,Deutsches Museum - Museumsinsel,2008,200810,86461,84147,"21,76","2,75",80276
Besucher/innen,Deutsches Museum - Museumsinsel,2008,200809,71010,81040,"-31,81","-12,38",80083
Besucher/innen,Deutsches Museum - Museumsinsel,2008,200808,104135,133217,"-14,49","-21,83",80919
Besucher/innen,Deutsches Museum - Museumsinsel,2008,200807,121780,122331,"96,5","-0,45",83343
Besucher/innen,Deutsches Museum - Museumsinsel,2008,200806,61975,70957,"-23,29","-12,66",83388
Besucher/innen,Deutsches Museum - Museumsinsel,2008,200805,80791,82331,"2,35","-1,87",84137
Besucher/innen,Deutsches Museum - Museumsinsel,2008,200804,78933,76765,"-32,61","2,82",84265
Besucher/innen,Deutsches Museum - Museumsinsel,2008,200803,117126,76140,"91,05","53,83",84085
Besucher/innen,Deutsches Museum - Museumsinsel,2008,200802,61306,62280,"11,13","-1,56",80669
Besucher/innen,Deutsches Museum - Museumsinsel,2008,200801,55166,66591,"-13,71","-17,16",80750
Besucher/innen,Deutsches Museum - Museumsinsel,2007,200712,63931,61255,"5,33","4,37",81702
Besucher/innen,Deutsches Museum - Museumsinsel,2007,200711,60698,53201,"-27,87","14,09",81479
Besucher/innen,Deutsches Museum - Museumsinsel,2007,200710,84147,82883,"3,83","1,53",80855
Besucher/innen,Deutsches Museum - Museumsinsel,2007,200709,81040,57446,"-39,17","41,07",80749
Besucher/innen,Deutsches Museum - Museumsinsel,2007,200708,133217,153254,"8,9","-13,07",78783
Besucher/innen,Deutsches Museum - Museumsinsel,2007,200707,122331,88441,"72,4","38,32",80453
Besucher/innen,Deutsches Museum - Museumsinsel,2007,200706,70957,64070,"-13,81","10,75",77629
Besucher/innen,Deutsches Museum - Museumsinsel,2007,200705,82331,83455,"7,25","-1,35",77055
Besucher/innen,Deutsches Museum - Museumsinsel,2007,200704,76765,106502,"0,82","-27,92",77148
Besucher/innen,Deutsches Museum - Museumsinsel,2007,200703,76140,84276,"22,25","-9,65",79627
Besucher/innen,Deutsches Museum - Museumsinsel,2007,200702,62280,53805,"-6,47","15,75",80305
Besucher/innen,Deutsches Museum - Museumsinsel,2007,200701,66591,59370,"8,71","12,16",79598
Besucher/innen,Deutsches Museum - Museumsinsel,2006,200612,61255,58147,"15,14","5,35",78997
Besucher/innen,Deutsches Museum - Museumsinsel,2006,200611,53201,56327,"-35,81","-5,55",78738
Besucher/innen,Deutsches Museum - Museumsinsel,2006,200610,82883,93926,"44,28","-11,76",78998
Besucher/innen,Deutsches Museum - Museumsinsel,2006,200609,57446,66418,"-62,52","-13,51",79918
Besucher/innen,Deutsches Museum - Museumsinsel,2006,200608,153254,169640,"73,28","-9,66",80666
Besucher/innen,Deutsches Museum - Museumsinsel,2006,200607,88441,135045,"38,04","-34,51",82031
Besucher/innen,Deutsches Museum - Museumsinsel,2006,200606,64070,71074,"-23,23","-9,85",85915
Besucher/innen,Deutsches Museum - Museumsinsel,2006,200605,83455,106014,"-21,64","-21,28",86499
Besucher/innen,Deutsches Museum - Museumsinsel,2006,200604,106502,79480,"26,37",34,88379
Besucher/innen,Deutsches Museum - Museumsinsel,2006,200603,84276,105207,"56,63","-19,9",86127
Besucher/innen,Deutsches Museum - Museumsinsel,2006,200602,53805,58831,"-9,37","-8,54",87871
Besucher/innen,Deutsches Museum - Museumsinsel,2006,200601,59370,80920,"2,1","-26,63",88290
Besucher/innen,Deutsches Museum - Museumsinsel,2005,200512,58147,61646,"3,23","-5,68",90086
Besucher/innen,Deutsches Museum - Museumsinsel,2005,200511,56327,75271,"-40,03","-25,17",90377
Besucher/innen,Deutsches Museum - Museumsinsel,2005,200510,93926,104095,"41,42","-9,77",91956
Besucher/innen,Deutsches Museum - Museumsinsel,2005,200509,66418,74292,"-60,85","-10,6",92803
Besucher/innen,Deutsches Museum - Museumsinsel,2005,200508,169640,124859,"25,62","35,87",93460
Besucher/innen,Deutsches Museum - Museumsinsel,2005,200507,135045,116487,"90,01","15,93",89728
Besucher/innen,Deutsches Museum - Museumsinsel,2005,200506,71074,91179,"-32,96","-22,05",88181
Besucher/innen,Deutsches Museum - Museumsinsel,2005,200505,106014,91601,"33,38","15,73",89857
Besucher/innen,Deutsches Museum - Museumsinsel,2005,200504,79480,106473,"-24,45","-25,35",88656
Besucher/innen,Deutsches Museum - Museumsinsel,2005,200503,105207,85145,"78,83","23,56",90905
Besucher/innen,Deutsches Museum - Museumsinsel,2005,200502,58831,72323,"-27,3","-18,66",89233
Besucher/innen,Deutsches Museum - Museumsinsel,2005,200501,80920,59128,"31,27","36,86",90358
Besucher/innen,Deutsches Museum - Museumsinsel,2004,200412,61646,64693,"-18,1","-4,71",88542
Besucher/innen,Deutsches Museum - Museumsinsel,2004,200411,75271,65091,"-27,69","15,64",88796
Besucher/innen,Deutsches Museum - Museumsinsel,2004,200410,104095,127486,"40,12","-18,35",87947
Besucher/innen,Deutsches Museum - Museumsinsel,2004,200409,74292,80906,"-40,5","-8,17",89896
Besucher/innen,Deutsches Museum - Museumsinsel,2004,200408,124859,125448,"7,19","-0,47",90448
Besucher/innen,Deutsches Museum - Museumsinsel,2004,200407,116487,111745,"27,76","4,24",90497
Besucher/innen,Deutsches Museum - Museumsinsel,2004,200406,91179,72138,"-0,46","26,4",90102
Besucher/innen,Deutsches Museum - Museumsinsel,2004,200405,91601,90709,"-13,97","0,98",88515
Besucher/innen,Deutsches Museum - Museumsinsel,2004,200404,106473,103067,"25,05","3,3",88440
Besucher/innen,Deutsches Museum - Museumsinsel,2004,200403,85145,97317,"17,73","-12,51",88157
Besucher/innen,Deutsches Museum - Museumsinsel,2004,200402,72323,61817,"22,32",17,89171
Besucher/innen,Deutsches Museum - Museumsinsel,2004,200401,59128,63117,"-8,6","-6,32",88295
Besucher/innen,Deutsches Museum - Museumsinsel,2003,200312,64693,64948,"-0,61","-0,39",88628
Besucher/innen,Deutsches Museum - Museumsinsel,2003,200311,65091,61652,"-48,94","5,58",88649
Besucher/innen,Deutsches Museum - Museumsinsel,2003,200310,127486,110665,"57,57","15,2",88363
Besucher/innen,Deutsches Museum - Museumsinsel,2003,200309,80906,82000,"-35,51","-1,33",86961
Besucher/innen,Deutsches Museum - Museumsinsel,2003,200308,125448,122245,"12,26","2,62",87052
Besucher/innen,Deutsches Museum - Museumsinsel,2003,200307,111745,125888,"54,9","-11,23",86785
Besucher/innen,Deutsches Museum - Museumsinsel,2003,200306,72138,60447,"-20,47","19,34",87964
Besucher/innen,Deutsches Museum - Museumsinsel,2003,200305,90709,99892,"-11,99","-9,19",86989
Besucher/innen,Deutsches Museum - Museumsinsel,2003,200304,103067,78638,"5,91","31,07",87755
Besucher/innen,Deutsches Museum - Museumsinsel,2003,200303,97317,84049,"57,43","15,79",85719
Besucher/innen,Deutsches Museum - Museumsinsel,2003,200302,61817,56223,"-2,06","9,95",84613
Besucher/innen,Deutsches Museum - Museumsinsel,2003,200301,63117,49094,"-2,82","28,56",84147
